ad_id,reporting_start,reporting_end,age,gender,interest1,interest2,interest3,Impressions,Clicks,Spend,total_conversion,approved_conversion,,Revenue,CTR,CPC,ROI
782135,20-08-2017,20-08-2017,30-34,F,16,20,17,25267.00,4.00,? 4.94,2,1,,100,0.02%,? 1.24,1924.29%
782171,20-08-2017,20-08-2017,30-34,F,30,31,32,535.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
782180,19-08-2017,19-08-2017,30-34,M,29,34,30,3396.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
782219,19-08-2017,19-08-2017,30-34,M,26,27,32,977.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
782228,19-08-2017,19-08-2017,40-44,F,63,64,66,12318.00,5.00,? 6.34,1,1,,100,0.04%,? 1.27,1477.29%
782242,19-08-2017,19-08-2017,30-34,F,28,34,31,4783.00,1.00,? 0.86,1,0,,0,0.02%,? 0.86,-100.00%
782275,19-08-2017,19-08-2017,30-34,F,29,31,30,6475.00,1.00,? 1.35,1,0,,0,0.02%,? 1.35,-100.00%
782337,20-08-2017,20-08-2017,45-49,F,16,18,19,104578.00,29.00,? 39.25,1,1,,100,0.03%,? 1.35,154.78%
782407,20-08-2017,20-08-2017,45-49,F,10,12,11,33664.00,11.00,? 12.51,1,0,,0,0.03%,? 1.14,-100.00%
782443,20-08-2017,20-08-2017,40-44,F,20,25,24,979.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
782541,20-08-2017,20-08-2017,40-44,F,28,29,30,7337.00,3.00,? 4.08,1,0,,0,0.04%,? 1.36,-100.00%
782587,18-08-2017,18-08-2017,30-34,M,10,13,16,2499.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
782647,18-08-2017,18-08-2017,40-44,F,27,33,30,11244.00,3.00,? 4.55,1,0,,0,0.03%,? 1.52,-100.00%
782658,23-08-2017,23-08-2017,30-34,M,15,17,19,4827.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
782694,23-08-2017,23-08-2017,35-39,F,29,31,35,29035.00,7.00,? 8.91,2,2,,200,0.02%,? 1.27,2144.67%
782706,23-08-2017,23-08-2017,35-39,F,30,32,32,761.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
782754,23-08-2017,23-08-2017,35-39,F,26,31,32,6532.00,1.00,? 1.61,1,0,,0,0.02%,? 1.61,-100.00%
782815,23-08-2017,23-08-2017,40-44,F,10,16,15,11537.00,3.00,? 4.30,1,0,,0,0.03%,? 1.43,-100.00%
782816,23-08-2017,23-08-2017,40-44,F,10,13,11,12183.00,3.00,? 2.87,1,0,,0,0.02%,? 0.96,-100.00%
782862,23-08-2017,23-08-2017,35-39,F,64,70,67,5912.00,1.00,? 1.56,1,1,,100,0.02%,? 1.56,6310.26%
950068,23-08-2017,23-08-2017,30-34,M,10,12,13,4012.00,1.00,? 1.57,1,0,,0,0.02%,? 1.57,-100.00%
950078,22-08-2017,22-08-2017,30-34,M,16,22,17,12396.00,2.00,? 3.21,2,1,,100,0.02%,? 1.61,3015.26%
950079,22-08-2017,22-08-2017,30-34,M,16,20,22,3142.00,0.00,? 0.00,2,2,,200,0.00%,? 0.00,0.00%
950099,22-08-2017,22-08-2017,30-34,M,18,23,23,1120.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950109,22-08-2017,22-08-2017,30-34,M,20,24,22,343.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
950170,22-08-2017,22-08-2017,30-34,M,15,19,16,1720.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
950179,22-08-2017,22-08-2017,30-34,M,16,22,19,3423.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
950182,22-08-2017,22-08-2017,30-34,M,16,20,19,3242.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950183,22-08-2017,22-08-2017,30-34,M,16,22,19,15720.00,1.00,? 1.38,1,0,,0,0.01%,? 1.38,-100.00%
950200,22-08-2017,22-08-2017,30-34,M,10,13,15,1217.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
950224,22-08-2017,22-08-2017,40-44,M,20,21,23,2367.00,2.00,? 2.84,1,1,,100,0.08%,? 1.42,3421.13%
950326,22-08-2017,22-08-2017,35-39,M,16,19,22,6607.00,1.00,? 1.32,2,0,,0,0.02%,? 1.32,-100.00%
950345,23-08-2017,23-08-2017,30-34,M,64,66,65,616.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950452,23-08-2017,23-08-2017,45-49,M,16,22,22,5537.00,1.00,? 1.52,1,0,,0,0.02%,? 1.52,-100.00%
950463,19-08-2017,19-08-2017,45-49,M,15,19,18,818.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950495,19-08-2017,19-08-2017,45-49,M,21,25,25,1909.00,1.00,? 0.98,1,0,,0,0.05%,? 0.98,-100.00%
950521,18-08-2017,18-08-2017,30-34,M,21,27,25,351.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950531,19-08-2017,19-08-2017,45-49,M,22,24,26,572.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950537,19-08-2017,19-08-2017,40-44,M,36,41,40,1884.00,1.00,? 1.41,1,0,,0,0.05%,? 1.41,-100.00%
950550,19-08-2017,19-08-2017,30-34,M,30,35,36,219.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950577,19-08-2017,19-08-2017,30-34,M,32,38,34,540.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
950578,19-08-2017,19-08-2017,30-34,M,32,37,37,550.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950595,18-08-2017,18-08-2017,30-34,M,26,30,31,465.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950609,18-08-2017,18-08-2017,30-34,M,29,31,35,1761.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
950629,23-08-2017,23-08-2017,30-34,M,65,67,68,152.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
950631,23-08-2017,23-08-2017,30-34,M,65,70,70,152.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
950649,23-08-2017,23-08-2017,30-34,M,64,67,70,429.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950745,18-08-2017,18-08-2017,30-34,M,29,32,31,1514.00,0.00,? 0.00,2,2,,200,0.00%,? 0.00,0.00%
950770,18-08-2017,18-08-2017,30-34,M,28,31,30,7780.00,3.00,? 4.33,2,2,,200,0.04%,? 1.44,4518.94%
950772,18-08-2017,18-08-2017,35-39,M,28,30,33,460.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950773,18-08-2017,18-08-2017,35-39,M,28,29,32,471.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950776,18-08-2017,18-08-2017,35-39,M,28,29,32,2633.00,1.00,? 1.07,1,0,,0,0.04%,? 1.07,-100.00%
950787,18-08-2017,18-08-2017,30-34,M,27,32,30,199.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950808,22-08-2017,22-08-2017,35-39,M,32,33,38,398.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
950839,22-08-2017,22-08-2017,30-34,M,24,29,25,246.00,0.00,? 0.00,2,2,,200,0.00%,? 0.00,0.00%
950878,19-08-2017,19-08-2017,40-44,M,10,11,15,2967.00,1.00,? 1.50,1,1,,100,0.03%,? 1.50,6566.67%
950969,19-08-2017,19-08-2017,45-49,M,36,38,40,255.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951021,19-08-2017,19-08-2017,30-34,F,7,13,9,457.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
951033,19-08-2017,19-08-2017,30-34,F,10,13,13,5517.00,1.00,? 1.23,1,0,,0,0.02%,? 1.23,-100.00%
951035,19-08-2017,19-08-2017,30-34,F,10,15,12,1539.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
951043,19-08-2017,19-08-2017,30-34,F,16,22,17,3189.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951045,19-08-2017,19-08-2017,30-34,F,16,20,21,3348.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951046,19-08-2017,19-08-2017,30-34,F,16,18,17,20050.00,4.00,? 4.66,4,1,,100,0.02%,? 1.16,2045.92%
951102,19-08-2017,19-08-2017,45-49,M,16,18,19,2254.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951105,19-08-2017,19-08-2017,45-49,M,16,20,21,5894.00,1.00,? 1.54,1,1,,100,0.02%,? 1.54,6393.51%
951133,18-08-2017,18-08-2017,35-39,M,16,21,19,9948.00,2.00,? 2.72,2,0,,0,0.02%,? 1.36,-100.00%
951202,18-08-2017,18-08-2017,45-49,F,26,29,28,5307.00,3.00,? 4.29,2,1,,100,0.06%,? 1.43,2231.00%
951225,18-08-2017,18-08-2017,35-39,F,22,28,28,4621.00,2.00,? 3.25,1,1,,100,0.04%,? 1.63,2976.92%
951270,18-08-2017,18-08-2017,35-39,F,18,21,19,784.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
951282,18-08-2017,18-08-2017,35-39,F,16,22,17,5775.00,1.00,? 1.58,1,1,,100,0.02%,? 1.58,6229.11%
951285,19-08-2017,19-08-2017,35-39,F,16,20,20,9297.00,2.00,? 2.62,2,1,,100,0.02%,? 1.31,3716.79%
951294,19-08-2017,19-08-2017,35-39,F,15,16,17,699.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951305,19-08-2017,19-08-2017,35-39,F,10,12,13,1104.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951334,18-08-2017,18-08-2017,30-34,F,64,70,69,3717.00,1.00,? 1.54,1,0,,0,0.03%,? 1.54,-100.00%
951391,19-08-2017,19-08-2017,30-34,F,28,29,33,2879.00,1.00,? 1.59,2,2,,200,0.03%,? 1.59,12478.62%
951392,20-08-2017,20-08-2017,30-34,F,28,31,32,2749.00,1.00,? 1.39,1,0,,0,0.04%,? 1.39,-100.00%
951400,21-08-2017,21-08-2017,45-49,F,10,12,15,24028.00,9.00,? 12.39,2,0,,0,0.04%,? 1.38,-100.00%
951402,21-08-2017,21-08-2017,30-34,F,29,32,31,1118.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
951413,21-08-2017,21-08-2017,30-34,F,26,29,27,1083.00,0.00,? 0.00,2,1,,100,0.00%,? 0.00,0.00%
951420,21-08-2017,21-08-2017,30-34,F,27,33,32,843.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951444,21-08-2017,21-08-2017,30-34,F,25,28,26,2983.00,1.00,? 0.97,1,0,,0,0.03%,? 0.97,-100.00%
951448,22-08-2017,22-08-2017,30-34,F,25,30,28,696.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951462,21-08-2017,21-08-2017,45-49,F,16,20,19,7589.00,2.00,? 3.15,1,1,,100,0.03%,? 1.58,3074.60%
951464,21-08-2017,21-08-2017,45-49,F,16,17,21,20997.00,10.00,? 11.95,1,0,,0,0.05%,? 1.19,-100.00%
951465,21-08-2017,21-08-2017,45-49,F,16,18,17,4617.00,1.00,? 1.36,1,0,,0,0.02%,? 1.36,-100.00%
951498,21-08-2017,21-08-2017,45-49,F,20,22,21,259.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951508,21-08-2017,21-08-2017,30-34,F,18,21,22,1134.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951542,20-08-2017,20-08-2017,40-44,F,27,32,28,357.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951607,20-08-2017,20-08-2017,40-44,F,10,15,15,848.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
951608,20-08-2017,20-08-2017,40-44,F,10,15,13,3149.00,1.00,? 1.48,1,0,,0,0.03%,? 1.48,-100.00%
951641,20-08-2017,20-08-2017,40-44,F,2,4,7,87.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
951677,20-08-2017,20-08-2017,35-39,F,27,28,31,2563.00,1.00,? 1.48,1,0,,0,0.04%,? 1.48,-100.00%
951692,21-08-2017,21-08-2017,35-39,F,10,15,14,1107.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951715,20-08-2017,20-08-2017,45-49,F,64,65,65,10677.00,5.00,? 7.27,1,0,,0,0.05%,? 1.45,-100.00%
951756,20-08-2017,20-08-2017,35-39,F,22,25,26,2189.00,1.00,? 0.41,1,0,,0,0.05%,? 0.41,-100.00%
951779,20-08-2017,20-08-2017,45-49,F,27,32,29,3277.00,2.00,? 2.68,1,0,,0,0.06%,? 1.34,-100.00%
951782,24-08-2017,24-08-2017,45-49,F,26,30,29,781.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951810,24-08-2017,24-08-2017,35-39,F,16,17,22,2226.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951812,29-08-2017,29-08-2017,35-39,F,16,18,18,16274.00,4.00,? 6.08,2,0,,0,0.02%,? 1.52,-100.00%
951837,29-08-2017,29-08-2017,45-49,F,20,23,23,2077.00,1.00,? 1.51,1,1,,100,0.05%,? 1.51,6522.52%
951853,29-08-2017,29-08-2017,30-34,F,20,23,25,529.00,0.00,? 0.00,0,0,,0,0.00%,? 0.00,0.00%
951854,25-08-2017,25-08-2017,30-34,F,20,26,25,487.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
951856,25-08-2017,25-08-2017,30-34,F,20,23,21,4626.00,2.00,? 2.10,2,0,,0,0.04%,? 1.05,-100.00%
951941,25-08-2017,25-08-2017,30-34,F,28,33,34,2764.00,1.00,? 1.56,1,1,,100,0.04%,? 1.56,6310.26%
952001,25-08-2017,25-08-2017,45-49,F,10,12,13,5447.00,2.00,? 2.96,1,0,,0,0.04%,? 1.48,-100.00%
952031,25-08-2017,25-08-2017,40-44,F,16,17,17,28169.00,8.00,? 12.37,1,1,,100,0.03%,? 1.55,708.41%
952080,29-08-2017,29-08-2017,40-44,F,27,30,30,415.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
952100,29-08-2017,29-08-2017,35-39,F,29,31,30,810.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
1121091,28-08-2017,28-08-2017,30-34,M,10,11,15,1194718.00,141.00,? 254.05,28,14,,1400,0.01%,? 1.80,451.07%
1121092,28-08-2017,28-08-2017,30-34,M,10,12,11,637648.00,67.00,? 122.40,13,5,,500,0.01%,? 1.83,308.50%
1121094,28-08-2017,28-08-2017,30-34,M,10,16,15,24362.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
1121095,28-08-2017,28-08-2017,30-34,M,10,16,12,459690.00,50.00,? 86.33,5,2,,200,0.01%,? 1.73,131.67%
1121096,28-08-2017,28-08-2017,30-34,M,10,11,16,750060.00,86.00,? 161.91,11,2,,200,0.01%,? 1.88,23.53%
1121097,29-08-2017,29-08-2017,30-34,M,15,18,18,30068.00,1.00,? 1.82,1,0,,0,0.00%,? 1.82,-100.00%
1121098,29-08-2017,29-08-2017,30-34,M,15,18,21,1267550.00,123.00,? 236.77,24,10,,1000,0.01%,? 1.92,322.35%
1121100,29-08-2017,29-08-2017,30-34,M,15,20,17,3052003.00,340.00,? 639.95,60,17,,1700,0.01%,? 1.88,165.65%
1121101,28-08-2017,28-08-2017,30-34,M,15,17,21,29945.00,1.00,? 1.59,2,1,,100,0.00%,? 1.59,6189.31%
1121102,25-08-2017,25-08-2017,30-34,M,15,18,20,357856.00,30.00,? 52.97,7,3,,300,0.01%,? 1.77,466.36%
1121104,25-08-2017,25-08-2017,30-34,M,16,20,20,2080666.00,202.00,? 360.15,40,21,,2100,0.01%,? 1.78,483.09%
1121105,26-08-2017,26-08-2017,30-34,M,16,22,19,145999.00,9.00,? 16.52,5,2,,200,0.01%,? 1.84,1110.65%
1121107,26-08-2017,26-08-2017,30-34,M,16,17,19,32616.00,1.00,? 1.54,2,0,,0,0.00%,? 1.54,-100.00%
1121108,26-08-2017,26-08-2017,30-34,M,16,20,18,984521.00,95.00,? 163.90,26,14,,1400,0.01%,? 1.73,754.18%
1121110,26-08-2017,26-08-2017,30-34,M,18,20,22,880814.00,123.00,? 210.36,6,2,,200,0.01%,? 1.71,-4.92%
1121111,26-08-2017,26-08-2017,30-34,M,18,19,21,182452.00,20.00,? 35.73,4,1,,100,0.01%,? 1.79,179.88%
1121113,27-08-2017,27-08-2017,30-34,M,18,24,24,894911.00,120.00,? 215.84,7,4,,400,0.01%,? 1.80,85.32%
1121114,27-08-2017,27-08-2017,30-34,M,18,23,23,31349.00,2.00,? 3.80,1,0,,0,0.01%,? 1.90,-100.00%
1121115,26-08-2017,26-08-2017,30-34,M,19,21,21,410310.00,55.00,? 96.80,3,0,,0,0.01%,? 1.76,-100.00%
1121116,26-08-2017,26-08-2017,30-34,M,19,20,24,572450.00,89.00,? 157.33,7,4,,400,0.02%,? 1.77,154.24%
1121117,26-08-2017,26-08-2017,30-34,M,19,24,25,98759.00,15.00,? 26.57,1,1,,100,0.02%,? 1.77,276.36%
1121119,25-08-2017,25-08-2017,30-34,M,19,21,22,345371.00,54.00,? 93.09,7,3,,300,0.02%,? 1.72,222.27%
1121121,25-08-2017,25-08-2017,30-34,M,20,22,25,323899.00,46.00,? 78.92,5,1,,100,0.01%,? 1.72,26.71%
1121122,25-08-2017,25-08-2017,30-34,M,20,21,25,399199.00,58.00,? 103.15,3,0,,0,0.01%,? 1.78,-100.00%
1121123,25-08-2017,25-08-2017,30-34,M,20,24,22,171202.00,22.00,? 36.53,3,1,,100,0.01%,? 1.66,173.75%
1121124,26-08-2017,26-08-2017,30-34,M,20,26,24,128386.00,15.00,? 28.85,2,1,,100,0.01%,? 1.92,246.62%
1121125,26-08-2017,26-08-2017,30-34,M,20,26,24,1034284.00,152.00,? 257.71,20,9,,900,0.01%,? 1.70,249.23%
1121126,26-08-2017,26-08-2017,30-34,M,20,21,24,45923.00,5.00,? 7.22,2,0,,0,0.01%,? 1.44,-100.00%
1121127,26-08-2017,26-08-2017,30-34,M,21,23,22,40873.00,4.00,? 7.90,2,1,,100,0.01%,? 1.97,1165.82%
1121128,26-08-2017,26-08-2017,30-34,M,21,26,22,286553.00,34.00,? 62.06,2,1,,100,0.01%,? 1.83,61.13%
1121129,28-08-2017,28-08-2017,30-34,M,21,25,25,20618.00,1.00,? 2.10,2,1,,100,0.00%,? 2.10,4661.90%
1121131,28-08-2017,28-08-2017,30-34,M,21,27,25,83591.00,7.00,? 14.14,2,2,,200,0.01%,? 2.02,1314.43%
1121132,21-08-2017,21-08-2017,30-34,M,21,23,27,114923.00,12.00,? 23.73,4,2,,200,0.01%,? 1.98,742.81%
1121133,21-08-2017,21-08-2017,30-34,M,22,25,23,25002.00,1.00,? 1.71,1,0,,0,0.00%,? 1.71,-100.00%
1121134,21-08-2017,21-08-2017,30-34,M,22,27,28,68905.00,5.00,? 9.44,1,0,,0,0.01%,? 1.89,-100.00%
1121136,21-08-2017,21-08-2017,30-34,M,22,26,26,169588.00,16.00,? 27.80,1,0,,0,0.01%,? 1.74,-100.00%
1121138,21-08-2017,21-08-2017,30-34,M,22,26,24,328991.00,35.00,? 67.65,5,2,,200,0.01%,? 1.93,195.64%
1121141,21-08-2017,21-08-2017,30-34,M,23,29,27,23198.00,2.00,? 2.98,1,0,,0,0.01%,? 1.49,-100.00%
1121142,21-08-2017,21-08-2017,30-34,M,23,24,27,26890.00,2.00,? 3.24,1,0,,0,0.01%,? 1.62,-100.00%
1121143,21-08-2017,21-08-2017,30-34,M,23,28,27,221695.00,31.00,? 52.26,5,2,,200,0.01%,? 1.69,282.70%
1121152,20-08-2017,20-08-2017,30-34,M,24,29,28,88443.00,7.00,? 13.04,1,1,,100,0.01%,? 1.86,666.87%
1121153,20-08-2017,20-08-2017,30-34,M,24,27,30,187856.00,23.00,? 38.39,5,1,,100,0.01%,? 1.67,160.48%
1121164,19-08-2017,19-08-2017,30-34,M,25,31,30,570699.00,80.00,? 138.77,9,2,,200,0.01%,? 1.73,44.12%
1121167,19-08-2017,19-08-2017,30-34,M,25,29,31,1063508.00,145.00,? 260.38,23,7,,700,0.01%,? 1.80,168.84%
1121168,19-08-2017,19-08-2017,30-34,M,25,27,28,50523.00,6.00,? 8.55,1,0,,0,0.01%,? 1.42,-100.00%
1121172,20-08-2017,20-08-2017,30-34,M,26,30,28,87935.00,9.00,? 15.63,1,0,,0,0.01%,? 1.74,-100.00%
1121173,20-08-2017,20-08-2017,30-34,M,26,31,32,278225.00,33.00,? 60.20,3,0,,0,0.01%,? 1.82,-100.00%
1121175,20-08-2017,20-08-2017,30-34,M,26,28,29,209461.00,20.00,? 34.19,1,0,,0,0.01%,? 1.71,-100.00%
1121177,20-08-2017,20-08-2017,30-34,M,26,28,29,26316.00,2.00,? 3.24,3,0,,0,0.01%,? 1.62,-100.00%
1121181,20-08-2017,20-08-2017,30-34,M,27,32,29,41030.00,3.00,? 5.14,2,1,,100,0.01%,? 1.71,1845.53%
1121182,20-08-2017,20-08-2017,30-34,M,27,28,33,876671.00,120.00,? 216.56,22,4,,400,0.01%,? 1.80,84.71%
1121183,21-08-2017,21-08-2017,30-34,M,27,32,29,399392.00,53.00,? 93.07,5,0,,0,0.01%,? 1.76,-100.00%
1121184,22-08-2017,22-08-2017,30-34,M,27,31,29,283858.00,30.00,? 56.06,1,0,,0,0.01%,? 1.87,-100.00%
1121185,23-08-2017,23-08-2017,30-34,M,27,28,29,260699.00,31.00,? 54.10,5,2,,200,0.01%,? 1.75,269.69%
1121193,23-08-2017,23-08-2017,30-34,M,28,34,29,57781.00,5.00,? 7.80,2,1,,100,0.01%,? 1.56,1182.05%
1121195,23-08-2017,23-08-2017,30-34,M,28,34,33,38757.00,3.00,? 5.22,1,0,,0,0.01%,? 1.74,-100.00%
1121196,23-08-2017,23-08-2017,30-34,M,28,29,29,1392288.00,206.00,? 358.55,31,7,,700,0.01%,? 1.74,95.23%
1121197,23-08-2017,23-08-2017,30-34,M,28,30,32,1109387.00,159.00,? 280.99,13,2,,200,0.01%,? 1.77,-28.82%
1121202,28-08-2017,28-08-2017,30-34,M,29,32,34,581281.00,65.00,? 115.12,10,5,,500,0.01%,? 1.77,334.33%
1121203,23-08-2017,23-08-2017,30-34,M,29,35,33,1048861.00,128.00,? 219.77,22,8,,800,0.01%,? 1.72,264.02%
1121205,23-08-2017,23-08-2017,30-34,M,29,32,30,297452.00,30.00,? 52.02,4,1,,100,0.01%,? 1.73,92.23%
1121206,23-08-2017,23-08-2017,30-34,M,29,34,31,227925.00,22.00,? 35.31,22,12,,1200,0.01%,? 1.60,3298.47%
1121207,23-08-2017,23-08-2017,30-34,M,29,34,31,374175.00,38.00,? 63.32,8,3,,300,0.01%,? 1.67,373.78%
1121211,23-08-2017,23-08-2017,30-34,M,30,32,31,223586.00,32.00,? 54.24,1,0,,0,0.01%,? 1.70,-100.00%
1121213,22-08-2017,22-08-2017,30-34,M,30,31,35,283170.00,39.00,? 65.23,2,1,,100,0.01%,? 1.67,53.30%
1121215,22-08-2017,22-08-2017,30-34,M,30,31,34,41636.00,3.00,? 4.21,1,0,,0,0.01%,? 1.40,-100.00%
1121216,22-08-2017,22-08-2017,30-34,M,30,32,34,198658.00,30.00,? 48.61,8,1,,100,0.02%,? 1.62,105.72%
1121220,22-08-2017,22-08-2017,30-34,M,31,37,35,100596.00,10.00,? 13.92,4,2,,200,0.01%,? 1.39,1336.78%
1121223,22-08-2017,22-08-2017,30-34,M,31,37,35,64020.00,5.00,? 11.06,1,0,,0,0.01%,? 2.21,-100.00%
1121224,23-08-2017,23-08-2017,30-34,M,31,32,33,14289.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121229,22-08-2017,22-08-2017,30-34,M,32,36,37,404866.00,43.00,? 87.42,4,0,,0,0.01%,? 2.03,-100.00%
1121231,22-08-2017,22-08-2017,30-34,M,32,36,35,22256.00,1.00,? 1.66,1,1,,100,0.00%,? 1.66,5924.10%
1121233,22-08-2017,22-08-2017,30-34,M,32,34,36,57690.00,4.00,? 6.74,1,0,,0,0.01%,? 1.69,-100.00%
1121241,27-08-2017,27-08-2017,30-34,M,36,40,37,24952.00,5.00,? 8.22,3,2,,200,0.02%,? 1.64,2333.09%
1121242,27-08-2017,27-08-2017,30-34,M,36,37,39,38900.00,3.00,? 5.58,1,0,,0,0.01%,? 1.86,-100.00%
1121243,22-08-2017,22-08-2017,30-34,M,36,42,42,53520.00,6.00,? 9.23,1,1,,100,0.01%,? 1.54,983.42%
1121244,22-08-2017,22-08-2017,30-34,M,36,41,41,181683.00,20.00,? 34.23,2,1,,100,0.01%,? 1.71,192.14%
1121245,22-08-2017,22-08-2017,30-34,M,36,37,40,29185.00,2.00,? 3.15,1,0,,0,0.01%,? 1.57,-100.00%
1121246,22-08-2017,22-08-2017,30-34,M,36,41,38,105047.00,13.00,? 20.21,3,1,,100,0.01%,? 1.55,394.80%
1121250,22-08-2017,22-08-2017,30-34,M,63,67,64,287976.00,31.00,? 59.44,3,2,,200,0.01%,? 1.92,236.47%
1121251,23-08-2017,23-08-2017,30-34,M,63,65,69,212175.00,22.00,? 38.59,2,1,,100,0.01%,? 1.75,159.13%
1121252,23-08-2017,23-08-2017,30-34,M,63,69,67,11139.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
1121254,22-08-2017,22-08-2017,30-34,M,63,64,65,124005.00,11.00,? 21.85,4,1,,100,0.01%,? 1.99,357.67%
1121255,22-08-2017,22-08-2017,30-34,M,63,64,67,20423.00,1.00,? 1.96,1,0,,0,0.00%,? 1.96,-100.00%
1121261,22-08-2017,22-08-2017,30-34,M,64,67,65,103001.00,14.00,? 22.32,1,0,,0,0.01%,? 1.59,-100.00%
1121262,30-08-2017,30-08-2017,30-34,M,64,66,67,447420.00,66.00,? 110.24,7,2,,200,0.01%,? 1.67,81.42%
1121263,30-08-2017,30-08-2017,30-34,M,64,66,69,156101.00,19.00,? 29.75,2,2,,200,0.01%,? 1.57,572.27%
1121264,30-08-2017,30-08-2017,30-34,M,64,70,67,93015.00,12.00,? 18.47,1,0,,0,0.01%,? 1.54,-100.00%
1121265,22-08-2017,22-08-2017,30-34,M,65,70,68,145398.00,23.00,? 36.24,1,0,,0,0.02%,? 1.58,-100.00%
1121269,22-08-2017,22-08-2017,30-34,M,65,67,67,296413.00,50.00,? 76.44,3,1,,100,0.02%,? 1.53,30.82%
1121273,22-08-2017,22-08-2017,30-34,M,2,4,4,9370.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
1121274,22-08-2017,22-08-2017,30-34,M,2,4,7,63785.00,7.00,? 11.80,6,2,,200,0.01%,? 1.69,1594.92%
1121275,22-08-2017,22-08-2017,30-34,M,2,8,3,118522.00,14.00,? 26.82,2,1,,100,0.01%,? 1.92,272.86%
1121276,22-08-2017,22-08-2017,30-34,M,2,5,5,240123.00,38.00,? 65.67,5,4,,400,0.02%,? 1.73,509.11%
1121277,23-08-2017,23-08-2017,30-34,M,7,9,13,169108.00,20.00,? 32.24,2,1,,100,0.01%,? 1.61,210.17%
1121278,23-08-2017,23-08-2017,30-34,M,7,13,10,1044442.00,142.00,? 245.60,22,8,,800,0.01%,? 1.73,225.73%
1121279,24-08-2017,24-08-2017,30-34,M,7,10,13,93891.00,11.00,? 17.64,5,3,,300,0.01%,? 1.60,1600.68%
